epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,loss,lr,mean_io_u_1,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_mean_io_u_1,val_precision,val_sensitivity,val_specificity
10,0.9929311871528625,0.5207473635673523,0.5853856205940247,0.6372116208076477,0.4010184407234192,0.022251855581998825,0.001,0.5883986949920654,0.9941017627716064,0.9912893772125244,0.9979973435401917,0.9929940700531006,0.5618124604225159,0.5869853496551514,0.717643678188324,0.5288272500038147,0.021524792537093163,0.7472826242446899,0.9942265152931213,0.9911874532699585,0.9980364441871643
11,0.9937092065811157,0.5715607404708862,0.6592687964439392,0.6867784261703491,0.5054441094398499,0.019980795681476593,0.001,0.6767059564590454,0.9944238066673279,0.9923252463340759,0.998110830783844,0.9919108152389526,0.5593369603157043,0.5493715405464172,0.613003134727478,0.4246149957180023,0.041995275765657425,0.6051496863365173,0.9920287728309631,0.9913483262062073,0.9973313808441162
12,0.9937394261360168,0.5618318915367126,0.6380075812339783,0.6760323643684387,0.49594807624816895,0.02037588693201542,0.001,0.5416388511657715,0.9943516254425049,0.9924793243408203,0.9980907440185547,0.9924613237380981,0.5088699460029602,0.6279280781745911,0.6545082926750183,0.5118075609207153,0.02624036930501461,0.4063650667667389,0.9943432807922363,0.989838182926178,0.9980652332305908
13,0.9940482378005981,0.586646556854248,0.6540239453315735,0.7040559649467468,0.5571220517158508,0.019257545471191406,0.001,0.6334290504455566,0.9946717619895935,0.9927432537078857,0.9981973171234131,0.9942181706428528,0.6099555492401123,0.6832998394966125,0.7315652966499329,0.5823732018470764,0.018880072981119156,0.44322869181632996,0.994659960269928,0.9930327534675598,0.9981955289840698
14,0.9941151738166809,0.6052126884460449,0.6769843697547913,0.7194799184799194,0.5961352586746216,0.018426084890961647,0.001,0.5703287720680237,0.9947125315666199,0.992825448513031,0.9982103705406189,0.9937254190444946,0.5707331299781799,0.6762614250183105,0.6987844109535217,0.5157290697097778,0.019855614751577377,0.7200517654418945,0.9941719770431519,0.9926305413246155,0.9980418086051941
15,0.9944117069244385,0.6051928400993347,0.6850087642669678,0.7142290472984314,0.5849827527999878,0.017525644972920418,0.001,0.7264212369918823,0.9949206709861755,0.9931621551513672,0.9982820749282837,0.9945797324180603,0.6412063241004944,0.7542362213134766,0.7648119926452637,0.6451350450515747,0.016583431512117386,0.7770471572875977,0.995029628276825,0.9933044910430908,0.9983237981796265
16,0.9949141144752502,0.6176173090934753,0.7050670981407166,0.7159231901168823,0.5983139276504517,0.015811605378985405,0.001,0.7484407424926758,0.9952775239944458,0.9937925934791565,0.9984031319618225,0.9947714805603027,0.5979861617088318,0.7304919958114624,0.7539717555046082,0.6188222169876099,0.017587006092071533,0.42575329542160034,0.9954144358634949,0.9931970238685608,0.9984349608421326
17,0.9942433834075928,0.6096737384796143,0.6878413558006287,0.7340101003646851,0.5780152678489685,0.017927641049027443,0.001,0.5987178087234497,0.9946905374526978,0.9930684566497803,0.9982079863548279,0.9929055571556091,0.5062083005905151,0.6157127022743225,0.6656757593154907,0.4380738437175751,0.023226551711559296,0.4528641998767853,0.9955935478210449,0.9889770746231079,0.9984393119812012
18,0.9939333200454712,0.5747891664505005,0.6550571322441101,0.6734231114387512,0.5500898957252502,0.019940217956900597,0.001,0.7150330543518066,0.9946982860565186,0.9924899339675903,0.99820476770401,0.9948243498802185,0.6320551037788391,0.7496174573898315,0.7639448046684265,0.615263819694519,0.016399400308728218,0.8538509607315063,0.995073139667511,0.9936557412147522,0.9983389973640442
19,0.9950295090675354,0.6414266228675842,0.7201220393180847,0.7604759335517883,0.6322001814842224,0.01549949124455452,0.001,0.8013839721679688,0.9952769875526428,0.9939510226249695,0.9984059929847717,0.9953038096427917,0.6589197516441345,0.7661848068237305,0.7827441096305847,0.6644909977912903,0.014843041077256203,0.8498302698135376,0.9955698251724243,0.994068443775177,0.9984994530677795
20,0.9953506588935852,0.6398532390594482,0.7123905420303345,0.7366588115692139,0.6361072063446045,0.014571577310562134,0.001,0.8392120599746704,0.9956502318382263,0.9942626953125,0.9985288381576538,0.995023787021637,0.6222835779190063,0.7608920335769653,0.7178733348846436,0.6342487335205078,0.01549954991787672,0.6924278140068054,0.9952559471130371,0.9939231276512146,0.9983997941017151
21,0.9954635500907898,0.6431490182876587,0.7281263470649719,0.7647328972816467,0.6286982297897339,0.01400458812713623,0.001,0.7279072999954224,0.9957013726234436,0.9944193363189697,0.9985475540161133,0.9952629804611206,0.67596036195755,0.7802445888519287,0.7826058864593506,0.6803472638130188,0.014894570223987103,0.8034283518791199,0.9954476356506348,0.9941821098327637,0.9984617829322815
22,0.9952756762504578,0.6432320475578308,0.7183107137680054,0.756377637386322,0.6317462921142578,0.014513087458908558,0.001,0.7487314939498901,0.9955408573150635,0.9942086935043335,0.998491644859314,0.9950265884399414,0.6287549734115601,0.7401519417762756,0.7758082151412964,0.6366525888442993,0.015566631220281124,0.40695562958717346,0.9956498146057129,0.993470311164856,0.9985188841819763
23,0.9937961101531982,0.6198840141296387,0.6947799324989319,0.7336931824684143,0.6276373267173767,0.020019160583615303,0.001,0.7784721851348877,0.9943027496337891,0.9925464987754822,0.9980796575546265,0.9939781427383423,0.5801841616630554,0.6347772479057312,0.7239047884941101,0.6305432915687561,0.019324028864502907,0.8264983296394348,0.9948940277099609,0.9921908974647522,0.9982604384422302
24,0.994140625,0.5973581671714783,0.6590847373008728,0.7152121663093567,0.5871732234954834,0.01958182454109192,0.001,0.6981037855148315,0.9946529865264893,0.9928836226463318,0.998192548751831,0.9942114949226379,0.6580260992050171,0.6655976176261902,0.7698702216148376,0.6431668996810913,0.018537374213337898,0.8562585115432739,0.9943427443504333,0.9934930801391602,0.9981040954589844
